teamilk_nosugar,3006081339,FALSE,0,TRUE,FALSE,2,388,788,1588,FALSE,FALSE,21,FALSE,601,TRUE,FALSE,2
infusecoleraine,3007456840,FALSE,998,FALSE,FALSE,1,11,113,327,FALSE,FALSE,1,FALSE,12,FALSE,FALSE,2
KevHeritage,340804120,FALSE,0,FALSE,TRUE,2,14366,128696,101063,FALSE,FALSE,1045,FALSE,12829,TRUE,FALSE,0
PearlOnSilk,1601519258,FALSE,0,FALSE,FALSE,1,10,21000,19754,FALSE,FALSE,91,FALSE,90826,FALSE,FALSE,0
AmaxNutraSource,2817583052,FALSE,0,FALSE,FALSE,2,2,199,692,FALSE,FALSE,3,FALSE,1228,TRUE,FALSE,1
RooibosRocks,2634941792,FALSE,48,FALSE,FALSE,2,249,298,525,FALSE,FALSE,7,FALSE,85,TRUE,FALSE,1
poudel_devendra,2589183832,FALSE,12,FALSE,FALSE,2,38,36,424,FALSE,FALSE,0,FALSE,12,TRUE,FALSE,0
LawrenceLamina,275212985,FALSE,34,FALSE,FALSE,2,2119,9007,8826,TRUE,FALSE,26,FALSE,1255,TRUE,FALSE,0
TodaysTeaz,2395622600,FALSE,555,FALSE,TRUE,1,77,257,434,FALSE,FALSE,6,FALSE,119,FALSE,FALSE,0
TeaFilmUK,2996654890,FALSE,19,FALSE,FALSE,2,6139,1596,1324,TRUE,FALSE,12,FALSE,1189,TRUE,FALSE,2
kelleywalters,18479500,FALSE,490,FALSE,FALSE,1,81,250,487,TRUE,FALSE,3,FALSE,583,FALSE,FALSE,0
natstearoom,2950788851,FALSE,36,FALSE,FALSE,2,64,148,332,FALSE,FALSE,3,FALSE,34,TRUE,FALSE,1
soundslikeknock,292352595,FALSE,126,FALSE,FALSE,2,121,351,606,TRUE,FALSE,7,FALSE,674,TRUE,FALSE,0
myteabot,2724034640,FALSE,0,FALSE,FALSE,2,627,484,345,TRUE,FALSE,28,FALSE,783,TRUE,FALSE,1
kteastime,2226889548,FALSE,310,FALSE,TRUE,2,94,95,339,FALSE,FALSE,5,FALSE,194,TRUE,FALSE,1
FreebirdSteiner,2982345539,FALSE,1561,FALSE,FALSE,2,286,717,1693,FALSE,FALSE,3,FALSE,25,TRUE,FALSE,0
cupofpipers,309420855,FALSE,3,FALSE,FALSE,2,266,268,425,FALSE,FALSE,9,FALSE,416,TRUE,FALSE,1
brewwhatyoulove,2985802194,FALSE,0,TRUE,FALSE,2,421,803,922,FALSE,FALSE,17,FALSE,602,TRUE,FALSE,2
helsmbels,167911899,FALSE,24,FALSE,FALSE,2,58,691,657,TRUE,FALSE,13,FALSE,2131,TRUE,FALSE,0
inTEArest,2985508784,FALSE,1447,FALSE,FALSE,1,8,187,622,FALSE,FALSE,4,FALSE,24,FALSE,FALSE,0
SpaceOddi_TEA,2984481168,FALSE,3,TRUE,FALSE,2,357,542,1022,FALSE,FALSE,24,FALSE,214,TRUE,FALSE,2
TearoomGuide,461110277,FALSE,13,FALSE,FALSE,2,95,942,2002,FALSE,FALSE,17,FALSE,1224,TRUE,FALSE,2
TeaCupApp,2617193833,FALSE,28,FALSE,FALSE,2,3,62,125,FALSE,FALSE,2,FALSE,22,TRUE,FALSE,1
vlittlecoffee,2290020920,FALSE,15,FALSE,FALSE,1,296,776,1323,FALSE,FALSE,7,FALSE,608,FALSE,FALSE,1
TeaPunkNY,2809366234,FALSE,7,FALSE,FALSE,2,272,226,234,FALSE,FALSE,3,FALSE,339,TRUE,FALSE,2
Majaniteas,160803007,FALSE,387,FALSE,FALSE,2,493,447,968,FALSE,FALSE,18,FALSE,529,TRUE,FALSE,1
NepaliTea,921958573,FALSE,318,FALSE,FALSE,2,25,396,482,FALSE,FALSE,14,FALSE,331,TRUE,FALSE,1
TearomaLife,988004719,FALSE,1078,FALSE,TRUE,1,16,373,2001,FALSE,FALSE,10,FALSE,140,FALSE,FALSE,1
SingKeeChinese,2759123905,FALSE,0,FALSE,TRUE,2,135,113,272,FALSE,FALSE,3,FALSE,263,TRUE,FALSE,1
urbtheocynthia3,348473804,FALSE,?,FALSE,FALSE,1,185,116,639,TRUE,FALSE,1,TRUE,1286,FALSE,FALSE,0
CrossingTheTeas,2906496429,FALSE,6,FALSE,FALSE,2,96,760,1882,FALSE,FALSE,22,FALSE,279,TRUE,FALSE,2
LetsGetSteeped,2930225239,FALSE,2,TRUE,FALSE,2,236,580,1235,FALSE,FALSE,13,FALSE,468,TRUE,FALSE,2
MicheleTMusic,16550780,FALSE,7,FALSE,FALSE,2,2914,4556,4159,FALSE,FALSE,45,FALSE,5981,TRUE,FALSE,0
OrganicMiracles,321936571,FALSE,3,FALSE,FALSE,2,1491,3272,2738,TRUE,FALSE,33,FALSE,2618,TRUE,FALSE,1
kettleheaven,1385894738,FALSE,810,FALSE,FALSE,1,674,297,716,TRUE,FALSE,2,FALSE,416,FALSE,FALSE,
AtlantaGARR,2932883994,FALSE,0,FALSE,FALSE,2,0,2418,2611,FALSE,FALSE,13,FALSE,4025,TRUE,FALSE,1
bobhallrip,2952498208,FALSE,0,FALSE,FALSE,1,3507,571,2006,TRUE,FALSE,5,FALSE,1592,FALSE,FALSE,0
Emzilla2504,599050715,FALSE,197,FALSE,FALSE,1,6,267,874,FALSE,FALSE,7,FALSE,720,FALSE,FALSE,0
Teakup_Teatime,2950802217,FALSE,29,FALSE,FALSE,1,243,661,1323,TRUE,FALSE,12,FALSE,440,FALSE,FALSE,2
Aye_Raay,45618255,FALSE,19,FALSE,FALSE,2,3229,9504,9417,TRUE,FALSE,24,FALSE,15173,TRUE,FALSE,0
vabritishpantry,2893867751,FALSE,168,FALSE,FALSE,2,12,531,2001,TRUE,FALSE,5,FALSE,122,TRUE,FALSE,1
Wiseman435,2202799993,FALSE,692,FALSE,FALSE,1,948,2445,2667,FALSE,FALSE,28,FALSE,634,FALSE,FALSE,0
snuggyjensen,2768047986,FALSE,0,FALSE,FALSE,1,54,24,100,FALSE,FALSE,0,FALSE,344,FALSE,FALSE,1
lukedancy,60453038,FALSE,0,FALSE,FALSE,2,14304,16476,11073,FALSE,FALSE,254,FALSE,12856,TRUE,FALSE,2
swallowtailfood,2841306844,FALSE,123,FALSE,FALSE,2,50,82,152,FALSE,FALSE,4,FALSE,87,TRUE,FALSE,1
soxfan234,98397361,FALSE,0,FALSE,FALSE,1,1534,418,703,TRUE,FALSE,23,FALSE,5254,FALSE,FALSE,0
softstarshoes,271147332,FALSE,0,FALSE,FALSE,2,6857,37466,39588,FALSE,FALSE,199,FALSE,5705,TRUE,FALSE,1
rawspicebar,2724752990,FALSE,0,FALSE,FALSE,2,358,8718,8022,TRUE,FALSE,74,FALSE,412,TRUE,FALSE,1
soulofserasana,2933980638,FALSE,381,FALSE,FALSE,1,10,188,867,FALSE,FALSE,1,FALSE,75,FALSE,FALSE,1
teaswatch,2932668126,FALSE,6,FALSE,FALSE,2,288,203,360,FALSE,FALSE,4,FALSE,50,TRUE,FALSE,1
EneidaElek,2816350724,FALSE,5,FALSE,FALSE,1,133,196,155,FALSE,FALSE,0,FALSE,325,FALSE,FALSE,0
PostalTeas,2373975996,FALSE,387,FALSE,FALSE,2,1024,431,833,FALSE,FALSE,7,FALSE,1090,TRUE,FALSE,1
Dorothee_2789,2915879470,FALSE,?,FALSE,FALSE,1,0,25,135,FALSE,FALSE,1,FALSE,0,FALSE,FALSE,0
CrowdLoot,2736701755,FALSE,0,FALSE,FALSE,2,225,7397,6164,FALSE,FALSE,120,FALSE,1291,TRUE,FALSE,1
amar_baid,300324497,FALSE,2246,FALSE,FALSE,2,0,295,1999,TRUE,FALSE,6,FALSE,21,TRUE,FALSE,0
Agirlhastoeat,20699064,FALSE,50,TRUE,FALSE,2,835,11248,8035,FALSE,FALSE,147,FALSE,2566,TRUE,FALSE,2
TeaAddictedGeek,35219684,FALSE,145,FALSE,FALSE,2,1554,2275,2467,FALSE,FALSE,76,FALSE,4440,TRUE,FALSE,2
TysonTRAVEL,407055527,FALSE,11,FALSE,FALSE,2,3883,56739,25353,TRUE,FALSE,164,FALSE,1829,TRUE,TRUE,2
teaNteas,331749600,FALSE,173,FALSE,FALSE,2,2,897,1730,TRUE,FALSE,31,FALSE,986,TRUE,FALSE,1
AlexisKaae,320383094,FALSE,179,FALSE,FALSE,2,0,125,87,FALSE,FALSE,3,FALSE,591,TRUE,FALSE,1
